メシウマスポット

タイトル,メモ,URL,タグ,コメント
つきのや,りゅうほうオススメ居酒屋,https://www.google.com/maps/place/%E3%81%A4%E3%81%8D%E3%81%AE%E3%82%84/data=!4m2!3m1!1s0x6018f271b1baf733:0xced404a6c77d5a52,,
海の家 あそなる～,,https://www.google.com/maps/place/%E6%B5%B7%E3%81%AE%E5%AE%B6+%E3%81%82%E3%81%9D%E3%81%AA%E3%82%8B%EF%BD%9E/data=!4m2!3m1!1s0x6018f4cc1ebab1af:0x40633a638c86bcef,,
みやたけ,,https://www.google.com/maps/place/%E3%81%BF%E3%82%84%E3%81%9F%E3%81%91/data=!4m2!3m1!1s0x6023187b27b4975f:0x9ea877115a41a87a,,
ブリティッシュインディアンカフェ 1930,,https://www.google.com/maps/place/%E3%83%96%E3%83%AA%E3%83%86%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5%E3%82%A4%E3%83%B3%E3%83%87%E3%82%A3%E3%82%A2%E3%83%B3%E3%82%AB%E3%83%95%E3%82%A7+1930/data=!4m2!3m1!1s0x60188ca2dfff041f:0x9a01aaa4c4f7925,,
鮨・酒・肴 杉玉 蒲田駅西口,有名な幽霊が出るゲームセンターの跡地に建っているらしい。気になる。,https://www.google.com/maps/place/%E9%AE%A8%E3%83%BB%E9%85%92%E3%83%BB%E8%82%B4+%E6%9D%89%E7%8E%89+%E8%92%B2%E7%94%B0%E9%A7%85%E8%A5%BF%E5%8F%A3/data=!4m2!3m1!1s0x601861a344298547:0x7b4b67ccda3cccc4,,
おなか すいた モレラ岐阜店,,https://www.google.com/maps/place/%E3%81%8A%E3%81%AA%E3%81%8B+%E3%81%99%E3%81%84%E3%81%9F+%E3%83%A2%E3%83%AC%E3%83%A9%E5%B2%90%E9%98%9C%E5%BA%97/data=!4m2!3m1!1s0x6003adefba5e03b9:0xd47ac40909118d0c,,
ジンギスカン羊はち 三軒茶屋店,タレとか草原焼きとか良さげ,https://www.google.com/maps/place/%E3%82%B8%E3%83%B3%E3%82%AE%E3%82%B9%E3%82%AB%E3%83%B3%E7%BE%8A%E3%81%AF%E3%81%A1+%E4%B8%89%E8%BB%92%E8%8C%B6%E5%B1%8B%E5%BA%97/data=!4m2!3m1!1s0x6018f5e9e1092e55:0x3973c1793566f359,,
TEPPAN,狭いけど良い,https://www.google.com/maps/place/TEPPAN/data=!4m2!3m1!1s0x60188be9c3a4e9c9:0x35da2598dc0bbf04,,
王ちゃん,カツ丼が最高,https://www.google.com/maps/place/%E7%8E%8B%E3%81%A1%E3%82%83%E3%82%93/data=!4m2!3m1!1s0x6019bdae96e4959f:0x59f097d0e810893c,,
住吉屋 湯河原店,チーズケーキが最高,https://www.google.com/maps/place/%E4%BD%8F%E5%90%89%E5%B1%8B+%E6%B9%AF%E6%B2%B3%E5%8E%9F%E5%BA%97/data=!4m2!3m1!1s0x6019bc6a6b1def05:0xe9d02f62689f3db6,,
クイーンズマート ヤオマサ,変な魚がいっぱい売ってる狂ったスーパーらしい,https://www.google.com/maps/place/%E3%82%AF%E3%82%A4%E3%83%BC%E3%83%B3%E3%82%BA%E3%83%9E%E3%83%BC%E3%83%88+%E3%83%A4%E3%82%AA%E3%83%9E%E3%82%B5/data=!4m2!3m1!1s0x6019a58fe8c2ab13:0x4ff922cb1b43f60e,,
麺処 銀笹,,https://www.google.com/maps/place/%E9%BA%BA%E5%87%A6+%E9%8A%80%E7%AC%B9/data=!4m2!3m1!1s0x60188bdd58dfe999:0x1c539e13a6fc5d81,,
スパイスタリテマスカ？,"ビリヤニがめちゃ美味い。
通販もやってる。",https://www.google.com/maps/place/%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9%E3%82%BF%E3%83%AA%E3%83%86%E3%83%9E%E3%82%B9%E3%82%AB%EF%BC%9F/data=!4m2!3m1!1s0x5ff8bf53a750f62f:0xce6cf36158bb338,,
中華料理 光栄軒,中華オムライスとオムレツライスが気になる,https://www.google.com/maps/place/%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86+%E5%85%89%E6%A0%84%E8%BB%92/data=!4m2!3m1!1s0x60188e7b2149c3dd:0x5d7b1fc195d817ad,,
博多もつ鍋おおやま 銀座店,,https://www.google.com/maps/place/%E5%8D%9A%E5%A4%9A%E3%82%82%E3%81%A4%E9%8D%8B%E3%81%8A%E3%81%8A%E3%82%84%E3%81%BE+%E9%8A%80%E5%BA%A7%E5%BA%97/data=!4m2!3m1!1s0x60188b21894b04fd:0x30cd915b43a55c86,,
金寿司,,https://www.google.com/maps/place/%E9%87%91%E5%AF%BF%E5%8F%B8/data=!4m2!3m1!1s0x5f0b29706b4918d3:0x6398404be1bb83fb,,
とんかつのエビス,,https://www.google.com/maps/place/%E3%81%A8%E3%82%93%E3%81%8B%E3%81%A4%E3%81%AE%E3%82%A8%E3%83%93%E3%82%B9/data=!4m2!3m1!1s0x6003b1624bc74c1b:0xb274439b9d6a9791,,
Le Proust MIURA,HIRAMATSUから独立したシェフが経営しているウマフレンチ,https://www.google.com/maps/place/Le+Proust+MIURA/data=!4m2!3m1!1s0x6019bfab72b0d32f:0x7db83892ad712667,,
新橋お多幸,気になるおでん屋,https://www.google.com/maps/place/%E6%96%B0%E6%A9%8B%E3%81%8A%E5%A4%9A%E5%B9%B8/data=!4m2!3m1!1s0x60188be9055e1f25:0xc62bc46c089c32ec,,
ハノイのホイさん,めちゃくちゃ美味いベトナム料理らしい,https://www.google.com/maps/place/%E3%83%8F%E3%83%8E%E3%82%A4%E3%81%AE%E3%83%9B%E3%82%A4%E3%81%95%E3%82%93/data=!4m2!3m1!1s0x60188b575cf41757:0x7eb6060afb8be20,,
海鮮うまいもんや 浜海道 鍛冶屋町店,高松の美味い海鮮系居酒屋,https://www.google.com/maps/place/%E6%B5%B7%E9%AE%AE%E3%81%86%E3%81%BE%E3%81%84%E3%82%82%E3%82%93%E3%82%84+%E6%B5%9C%E6%B5%B7%E9%81%93+%E9%8D%9B%E5%86%B6%E5%B1%8B%E7%94%BA%E5%BA%97/data=!4m2!3m1!1s0x3553eb9aa3f1a211:0xaf15d4e8f4d1a5e5,,
味な店マンパイン,,https://www.google.com/maps/place/%E5%91%B3%E3%81%AA%E5%BA%97%E3%83%9E%E3%83%B3%E3%83%91%E3%82%A4%E3%83%B3/data=!4m2!3m1!1s0x6018f5ef9bfa5807:0x3cec361a6551af36,,
パティスリーヴィヴィエンヌ,,https://www.google.com/maps/place/%E3%83%91%E3%83%86%E3%82%A3%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%B4%E3%82%A3%E3%83%B4%E3%82%A3%E3%82%A8%E3%83%B3%E3%83%8C/data=!4m2!3m1!1s0x60037abed6f00001:0xd4171510089effd0,,
ドイツ風居酒屋 クライネヒュッテ 新宿南口,,https://www.google.com/maps/place/%E3%83%89%E3%82%A4%E3%83%84%E9%A2%A8%E5%B1%85%E9%85%92%E5%B1%8B+%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%8D%E3%83%92%E3%83%A5%E3%83%83%E3%83%86+%E6%96%B0%E5%AE%BF%E5%8D%97%E5%8F%A3/data=!4m2!3m1!1s0x60188cd197c86c9f:0x8790e2270bc7e4ad,,
Madam Mỹ modern thai vietnamese,雰囲気がいい、キレイめアジア料理,https://www.google.com/maps/place/Madam+M%E1%BB%B9+modern+thai+vietnamese/data=!4m2!3m1!1s0x60188b8ab43053d3:0x400159ceb73bdaab,,
老香港酒家京都 オールドホンコンレストランキョウト,,https://www.google.com/maps/place/%E8%80%81%E9%A6%99%E6%B8%AF%E9%85%92%E5%AE%B6%E4%BA%AC%E9%83%BD+%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%89%E3%83%9B%E3%83%B3%E3%82%B3%E3%83%B3%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%82%AD%E3%83%A7%E3%82%A6%E3%83%88/data=!4m2!3m1!1s0x6001089bd2a33283:0x694bf0518d904491,,
セルフうどん かすが町市場,,https://www.google.com/maps/place/%E3%82%BB%E3%83%AB%E3%83%95%E3%81%86%E3%81%A9%E3%82%93+%E3%81%8B%E3%81%99%E3%81%8C%E7%94%BA%E5%B8%82%E5%A0%B4/data=!4m2!3m1!1s0x3553eb4e891f0435:0x5bcea4bfc6631a18,,
製麺七や 319号店,スープカレーうどんかなり美味い,https://www.google.com/maps/place/%E8%A3%BD%E9%BA%BA%E4%B8%83%E3%82%84+319%E5%8F%B7%E5%BA%97/data=!4m2!3m1!1s0x3553d70026a3d8d7:0x6b705b06dcb7993f,,
並木藪蕎麦,,https://www.google.com/maps/place/%E4%B8%A6%E6%9C%A8%E8%97%AA%E8%95%8E%E9%BA%A6/data=!4m2!3m1!1s0x60188ec6fe05aaab:0xf2e639f0c8d1458a,,
ビゴの店 芦屋本店,,https://www.google.com/maps/place/%E3%83%93%E3%82%B4%E3%81%AE%E5%BA%97+%E8%8A%A6%E5%B1%8B%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6000f2d697dbaf6d:0x71cb1b199f78c1a,,
あしや竹園 芦屋本店,,https://www.google.com/maps/place/%E3%81%82%E3%81%97%E3%82%84%E7%AB%B9%E5%9C%92+%E8%8A%A6%E5%B1%8B%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6000f2d7b816777f:0xbcfaca7bd119f4b2,,
アンリ・シャルパンティエ芦屋本店,,https://www.google.com/maps/place/%E3%82%A2%E3%83%B3%E3%83%AA%E3%83%BB%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%91%E3%83%B3%E3%83%86%E3%82%A3%E3%82%A8%E8%8A%A6%E5%B1%8B%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6000f2d17ff00eff:0x640a625895139a72,,
KABUN-AZABUJUBAN,ちょい高いけど美味い,https://www.google.com/maps/place/KABUN-AZABUJUBAN/data=!4m2!3m1!1s0x60188b8a4a90d4fb:0xf314ef1ecfc53f11,,
KABUN-CHIKA（かぶんチカ）,ちょっと高いけど美味い焼肉,https://www.google.com/maps/place/KABUN-CHIKA%EF%BC%88%E3%81%8B%E3%81%B6%E3%82%93%E3%83%81%E3%82%AB%EF%BC%89/data=!4m2!3m1!1s0x60188c7f5a2cf627:0x6bc19d05572d1c92,,
ジークフリーダ,,https://www.google.com/maps/place/%E3%82%B8%E3%83%BC%E3%82%AF%E3%83%95%E3%83%AA%E3%83%BC%E3%83%80/data=!4m2!3m1!1s0x6002c36005deb961:0xdcdee3e262e06e01,,
haiz coffee takayama（ヘイズコーヒー高山/カフェ）,,https://www.google.com/maps/place/haiz+coffee+takayama%EF%BC%88%E3%83%98%E3%82%A4%E3%82%BA%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC%E9%AB%98%E5%B1%B1%2F%E3%82%AB%E3%83%95%E3%82%A7%EF%BC%89/data=!4m2!3m1!1s0x6002bbf4938a79cd:0xb01ab128c9508078,,
赤白 天王寺ミオプラザ館店,赤白の天王寺店,https://www.google.com/maps/place/%E8%B5%A4%E7%99%BD+%E5%A4%A9%E7%8E%8B%E5%AF%BA%E3%83%9F%E3%82%AA%E3%83%97%E3%83%A9%E3%82%B6%E9%A4%A8%E5%BA%97/data=!4m2!3m1!1s0x6000dd315c5bd717:0x4d843d0f0af08dcd,,
天ぷらと手打ち蕎麦 さわの庵,蕎麦殻ごと引いた野性味溢れる味が楽しめる挽きぐるみ田舎蕎麦がおすすめ,https://www.google.com/maps/place/%E5%A4%A9%E3%81%B7%E3%82%89%E3%81%A8%E6%89%8B%E6%89%93%E3%81%A1%E8%95%8E%E9%BA%A6+%E3%81%95%E3%82%8F%E3%81%AE%E5%BA%B5/data=!4m2!3m1!1s0x601d87b4ceb9bb77:0x2b796af2e5fac28e,,
中華そばM,,https://www.google.com/maps/place/%E4%B8%AD%E8%8F%AF%E3%81%9D%E3%81%B0M/data=!4m2!3m1!1s0x6002bada272ddb9d:0x9c58e5afce5055bd,,
明石ニューワールド,気になり,https://www.google.com/maps/place/%E6%98%8E%E7%9F%B3%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89/data=!4m2!3m1!1s0x60188b22c6da5a81:0xe8e215324136e67,,
炭火焼き鳥 十三 大森本店,立ち飲み美味い,https://www.google.com/maps/place/%E7%82%AD%E7%81%AB%E7%84%BC%E3%81%8D%E9%B3%A5+%E5%8D%81%E4%B8%89+%E5%A4%A7%E6%A3%AE%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6018618a8b845f45:0x6ec7496938fa89e9,,
lunch itta,,https://www.google.com/maps/place/lunch+itta/data=!4m2!3m1!1s0x6019bc3f64ddd4cd:0x764e5754600caa36,,
五島サバと九州の幸 きはる,鯖が美味い,https://www.google.com/maps/place/%E4%BA%94%E5%B3%B6%E3%82%B5%E3%83%90%E3%81%A8%E4%B9%9D%E5%B7%9E%E3%81%AE%E5%B9%B8+%E3%81%8D%E3%81%AF%E3%82%8B/data=!4m2!3m1!1s0x3541919146334b4b:0x899eed257aefeda8,,
中洲の屋台街,おでん、ラーメンなどが美味い,https://www.google.com/maps/place/%E4%B8%AD%E6%B4%B2%E3%81%AE%E5%B1%8B%E5%8F%B0%E8%A1%97/data=!4m2!3m1!1s0x35419153c98324c5:0x59e8aa092b8a2734,,
きはるの胡麻鯖や,"きはるの近く
胡麻鯖うまい",https://www.google.com/maps/place/%E3%81%8D%E3%81%AF%E3%82%8B%E3%81%AE%E8%83%A1%E9%BA%BB%E9%AF%96%E3%82%84/data=!4m2!3m1!1s0x354191c64fd93425:0xe564eadaea323a72,,
大鳳 大森東店,"まあ
美味い",https://www.google.com/maps/place/%E5%A4%A7%E9%B3%B3+%E5%A4%A7%E6%A3%AE%E6%9D%B1%E5%BA%97/data=!4m2!3m1!1s0x6018603365fb91e3:0x36b376600934689e,,
薔薇,喫煙喫茶。赤坂だとほかに、橋の下とか,https://www.google.com/maps/place/%E8%96%94%E8%96%87/data=!4m2!3m1!1s0x60188b874d296339:0xbb1645e262187f0f,,
やげんぼり 赤坂店,だいたい一年目がまず行くところ,https://www.google.com/maps/place/%E3%82%84%E3%81%92%E3%82%93%E3%81%BC%E3%82%8A+%E8%B5%A4%E5%9D%82%E5%BA%97/data=!4m2!3m1!1s0x60188c7f3a94673d:0x364dd903b107eabb,,
赤坂うまや,お昼個室取りたい時にちょうどいい,https://www.google.com/maps/place/%E8%B5%A4%E5%9D%82%E3%81%86%E3%81%BE%E3%82%84/data=!4m2!3m1!1s0x60188c7f1da1f98b:0x4dc8017e5e85da42,,
希須林 赤坂,赤坂の坦々麺は、ここか赤い鯨,https://www.google.com/maps/place/%E5%B8%8C%E9%A0%88%E6%9E%97+%E8%B5%A4%E5%9D%82/data=!4m2!3m1!1s0x60188b8759109235:0xb15549554bd339e4,,
梓川,"海鮮クオリティ高くコスパいい。お通し多くて嬉しい
ソフドリなし酒必須paypay可",https://www.google.com/maps/place/%E6%A2%93%E5%B7%9D/data=!4m2!3m1!1s0x60188c7f43c303a7:0x2bf51e6f2d07bf5e,,
でんでんでん,赤坂タルタル,https://www.google.com/maps/place/%E3%81%A7%E3%82%93%E3%81%A7%E3%82%93%E3%81%A7%E3%82%93/data=!4m2!3m1!1s0x60188b874cd62a69:0x970309da29ad2932,,
転石亭 HANARE,ランチにいい,https://www.google.com/maps/place/%E8%BB%A2%E7%9F%B3%E4%BA%AD+HANARE/data=!4m2!3m1!1s0x60188c7f7a4ae1c9:0xb7797198f7a8a3f8,,
アダン,,https://www.google.com/maps/place/%E3%82%A2%E3%83%80%E3%83%B3/data=!4m2!3m1!1s0x60188a53675be0d3:0xf6a3b3161cde71b3,,
和牛焼肉 とらじ 中野,そこそこ安くてめちゃ美味しい,https://www.google.com/maps/place/%E5%92%8C%E7%89%9B%E7%84%BC%E8%82%89+%E3%81%A8%E3%82%89%E3%81%98+%E4%B8%AD%E9%87%8E/data=!4m2!3m1!1s0x6018f2972a299d21:0x3e97673a1d54d842,,
Sumatra Curry Kyōeidō,,https://www.google.com/maps/place/Sumatra+Curry+Ky%C5%8Deid%C5%8D/data=!4m2!3m1!1s0x60188c113b629373:0x9747c8b92acec82f,,
ジラソーレ ( Girasole )不定休,,https://www.google.com/maps/place/%E3%82%B8%E3%83%A9%E3%82%BD%E3%83%BC%E3%83%AC+(+Girasole+)%E4%B8%8D%E5%AE%9A%E4%BC%91/data=!4m2!3m1!1s0x6003b17ce6c198fb:0xffd4e9e56095a63f,,
麺の蔵,,https://www.google.com/maps/place/%E9%BA%BA%E3%81%AE%E8%94%B5/data=!4m2!3m1!1s0x6019bc12b442e605:0xa936d195418da0f4,,
バー エリシオ,いいバーらしい,https://www.google.com/maps/place/%E3%83%90%E3%83%BC+%E3%82%A8%E3%83%AA%E3%82%B7%E3%82%AA/data=!4m2!3m1!1s0x60188936c5d5e409:0x86ec2284f07bcf1a,,
BAR NICO（バーニコ）清澄白河,ジンが美味いらしい,https://www.google.com/maps/place/BAR+NICO%EF%BC%88%E3%83%90%E3%83%BC%E3%83%8B%E3%82%B3%EF%BC%89%E6%B8%85%E6%BE%84%E7%99%BD%E6%B2%B3/data=!4m2!3m1!1s0x6018893c03be290b:0x5334856672c72d39,,
Japanese Gin Bar THE HISAKA,ジンが美味しい,https://www.google.com/maps/place/Japanese+Gin+Bar+THE+HISAKA/data=!4m2!3m1!1s0x60188d57eaa10193:0xd2c702911183c16a,,
Craft gin Bar Copain,ジンが美味しいらしい,https://www.google.com/maps/place/Craft+gin+Bar+Copain/data=!4m2!3m1!1s0x60188da1aa570bbd:0x1aa66802fd883510,,
&SPIRITS,ジンが美味しいらしい,https://www.google.com/maps/place/%26SPIRITS/data=!4m2!3m1!1s0x60188b7cc5413f7f:0x82536bad3181c628,,
TOKYO FAMILY RESTAURANT,ジンが美味しくて、買える店らしい。川島さんオススメ,https://www.google.com/maps/place/TOKYO+FAMILY+RESTAURANT/data=!4m2!3m1!1s0x60188b5c252cd913:0x6d95a9c523bd94e9,,
ねじ式,上品な二郎系,https://www.google.com/maps/place/%E3%81%AD%E3%81%98%E5%BC%8F/data=!4m2!3m1!1s0x6018f324eb5d1539:0x106f0bf1b53a7665,,
和だしカレー専門店 かれいや,優しめのスパイスカレー,https://www.google.com/maps/place/%E5%92%8C%E3%81%A0%E3%81%97%E3%82%AB%E3%83%AC%E3%83%BC%E5%B0%82%E9%96%80%E5%BA%97+%E3%81%8B%E3%82%8C%E3%81%84%E3%82%84/data=!4m2!3m1!1s0x6018f9e630f7c055:0x960c328ad29ead9d,,
らぁ麺と点心 麺屋グラフミ,,https://www.google.com/maps/place/%E3%82%89%E3%81%81%E9%BA%BA%E3%81%A8%E7%82%B9%E5%BF%83+%E9%BA%BA%E5%B1%8B%E3%82%B0%E3%83%A9%E3%83%95%E3%83%9F/data=!4m2!3m1!1s0x6003a73ee6235b69:0x5872a856253c18a4,,
上海小吃,全部うまい、あんぐらなふんいきでたのしい,https://www.google.com/maps/place/%E4%B8%8A%E6%B5%B7%E5%B0%8F%E5%90%83/data=!4m2!3m1!1s0x60188cd9a8f5f6c5:0xa70f1170ac971d7c,,
タコハウス,,https://www.google.com/maps/place/%E3%82%BF%E3%82%B3%E3%83%8F%E3%82%A6%E3%82%B9/data=!4m2!3m1!1s0x6000e691cc57b103:0x5f2f9633ccd1c3,,
志利,焼き鳥、レバーパテがめちゃ旨い,https://www.google.com/maps/place/%E5%BF%97%E5%88%A9/data=!4m2!3m1!1s0x60188bebc6baaaab:0x3ad442ec4da54cc3,,
やきとり 酔っぴぃ,"安くて美味い
喫煙可",https://www.google.com/maps/place/%E3%82%84%E3%81%8D%E3%81%A8%E3%82%8A+%E9%85%94%E3%81%A3%E3%81%B4%E3%81%83/data=!4m2!3m1!1s0x6003b10570daa091:0xe21d4598df29689,,
麦の道 すぐれ,"つけ麺がめちゃくちゃ美味い。
開店前からちょっと並ぶぐらいには人気店なので早めの来店がおすすめ。
ビブグルマン掲載店",https://www.google.com/maps/place/%E9%BA%A6%E3%81%AE%E9%81%93+%E3%81%99%E3%81%90%E3%82%8C/data=!4m2!3m1!1s0x6003a0cbc3055551:0x9606ff4508c014b3,,
らーめん稲荷屋,,https://www.google.com/maps/place/%E3%82%89%E3%83%BC%E3%82%81%E3%82%93%E7%A8%B2%E8%8D%B7%E5%B1%8B/data=!4m2!3m1!1s0x60188ebd6a3b8275:0x5f2cebccc7fea944,,
大雄燕,,https://www.google.com/maps/place/%E5%A4%A7%E9%9B%84%E7%87%95/data=!4m2!3m1!1s0x6001080c24afd4df:0x48878ccdb43929b7,,
円山教授。円山本店,ウマカレー,https://www.google.com/maps/place/%E5%86%86%E5%B1%B1%E6%95%99%E6%8E%88%E3%80%82%E5%86%86%E5%B1%B1%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x5f0b29ec804867e3:0x1edb89ef204e8367,,
お好み焼 ともえ,電通大阪出張の時に行った。美味しい,https://www.google.com/maps/place/%E3%81%8A%E5%A5%BD%E3%81%BF%E7%84%BC+%E3%81%A8%E3%82%82%E3%81%88/data=!4m2!3m1!1s0x6000e6ed84a95e19:0xdf8dd90fb20b7de3,,
ラ・トリプレッタ,ピザワープドカップ優勝の実力店,https://www.google.com/maps/place/%E3%83%A9%E3%83%BB%E3%83%88%E3%83%AA%E3%83%97%E3%83%AC%E3%83%83%E3%82%BF/data=!4m2!3m1!1s0x60188adbe230babd:0x15ac51f793a9864e,,
かつれつ 四谷たけだ,"カキバター定食が季節限定で美味い。
めちゃくちゃ並んでる。",https://www.google.com/maps/place/%E3%81%8B%E3%81%A4%E3%82%8C%E3%81%A4+%E5%9B%9B%E8%B0%B7%E3%81%9F%E3%81%91%E3%81%A0/data=!4m2!3m1!1s0x60188c8bb36155c7:0x262f5d58448efa79,,
THE HANARE IN SHOCK,深夜までやってるバーとも言えない飲み屋,https://www.google.com/maps/place/THE+HANARE+IN+SHOCK/data=!4m2!3m1!1s0x6000e7d205245f27:0x5a9216ceddf765c6,,
酒肴酒菜 掌（てのひら）,SCARTSの職員おすすめの居酒屋,https://www.google.com/maps/place/%E9%85%92%E8%82%B4%E9%85%92%E8%8F%9C+%E6%8E%8C%EF%BC%88%E3%81%A6%E3%81%AE%E3%81%B2%E3%82%89%EF%BC%89/data=!4m2!3m1!1s0x5f0b29846e99ce2f:0xbf502146e1b54b1,,
和食 こふじ,"昼は定食、夜は居酒屋。
魚がうまい。",https://www.google.com/maps/place/%E5%92%8C%E9%A3%9F+%E3%81%93%E3%81%B5%E3%81%98/data=!4m2!3m1!1s0x5f0b299dff179193:0xa931912bb808b5e3,,
山月,ふわっふわの豚バラ炒飯と担々麺がうまい,https://www.google.com/maps/place/%E5%B1%B1%E6%9C%88/data=!4m2!3m1!1s0x60188f8874e7f537:0x2bc202d4fe772090,,
雲林坊 九段店,,https://www.google.com/maps/place/%E9%9B%B2%E6%9E%97%E5%9D%8A+%E4%B9%9D%E6%AE%B5%E5%BA%97/data=!4m2!3m1!1s0x60188c6ad73da895:0x7ceff4e5c0e1689e,,
九州みくに 高円寺店,,https://www.google.com/maps/place/%E4%B9%9D%E5%B7%9E%E3%81%BF%E3%81%8F%E3%81%AB+%E9%AB%98%E5%86%86%E5%AF%BA%E5%BA%97/data=!4m2!3m1!1s0x6018f27da57afcc7:0x44e4236252bfd052,,
中華料理 丸吉飯店,餃子めちゃくちゃ美味しかった。予約不可。炒飯もオススメ,https://www.google.com/maps/place/%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86+%E4%B8%B8%E5%90%89%E9%A3%AF%E5%BA%97/data=!4m2!3m1!1s0x60188a7dd2873ca3:0x2bf21543c063670,,
いせや 総本店,,https://www.google.com/maps/place/%E3%81%84%E3%81%9B%E3%82%84+%E7%B7%8F%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6018ee483694c7cf:0x817cf6ec2c571638,,
バール・タッチョモ,,https://www.google.com/maps/place/%E3%83%90%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%BF%E3%83%83%E3%83%81%E3%83%A7%E3%83%A2/data=!4m2!3m1!1s0x6018f287a4d8fb79:0x1ee61c7f35cbaadb,,
もんじゃ焼き・お好み焼き いろは 月島 本店,,https://www.google.com/maps/place/%E3%82%82%E3%82%93%E3%81%98%E3%82%83%E7%84%BC%E3%81%8D%E3%83%BB%E3%81%8A%E5%A5%BD%E3%81%BF%E7%84%BC%E3%81%8D+%E3%81%84%E3%82%8D%E3%81%AF+%E6%9C%88%E5%B3%B6+%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6018897adcbbdb2b:0x46482b8adfc713d5,,
鳥鈴,"打ち上げで使われがち、ちと高い
大垣で一番うまい焼き鳥",https://www.google.com/maps/place/%E9%B3%A5%E9%88%B4/data=!4m2!3m1!1s0x6003b139d076cdbd:0x4223d0ac44c3c116,,
マシマシカーニバル,"大垣で唯一の二郎系。
IAMASからめっちゃ近い",https://www.google.com/maps/place/%E3%83%9E%E3%82%B7%E3%83%9E%E3%82%B7%E3%82%AB%E3%83%BC%E3%83%8B%E3%83%90%E3%83%AB/data=!4m2!3m1!1s0x6003b10077055bf1:0xf671175766fe9ada,,
レストラン オザミ,うまい,https://www.google.com/maps/place/%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3+%E3%82%AA%E3%82%B6%E3%83%9F/data=!4m2!3m1!1s0x60188be4f359bbeb:0x62c88864d2e2ee7a,,
とんかつ寛太,,https://www.google.com/maps/place/%E3%81%A8%E3%82%93%E3%81%8B%E3%81%A4%E5%AF%9B%E5%A4%AA/data=!4m2!3m1!1s0x6003aeae19a8f04f:0xe97fe0874e7d6696,,
ナプレ 南青山本店,"アンチョビとか入ってるやつが美味い。
トマト系も安定に美味い。",https://www.google.com/maps/place/%E3%83%8A%E3%83%97%E3%83%AC+%E5%8D%97%E9%9D%92%E5%B1%B1%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188b600f7d37e3:0x5c945dbdf0cc85a5,,
Koss Coffee,高いがうまい。店内でくつろげる,https://www.google.com/maps/place/Koss+Coffee/data=!4m2!3m1!1s0x6018f5289e95764b:0x837a83f43319d66,,
鳩ポッポ,夜もコーヒーサービスあり,https://www.google.com/maps/place/%E9%B3%A9%E3%83%9D%E3%83%83%E3%83%9D/data=!4m2!3m1!1s0x6018f5471692954f:0x298f687fd64991de,,
Teaful,ガトーショコラ、コーヒーゼリー格別に美味しい,https://www.google.com/maps/place/Teaful/data=!4m2!3m1!1s0x6018f5fe4c327763:0xc776dac12cc4c083,,
おもてなしとりよし 西新宿店,"鳥刺し馬刺しなどがある。結構きれいめな感じかつ割と静かな感じなので5,6人とかで飲み会とか良さげ。
喫煙所が中にある。",https://www.google.com/maps/place/%E3%81%8A%E3%82%82%E3%81%A6%E3%81%AA%E3%81%97%E3%81%A8%E3%82%8A%E3%82%88%E3%81%97+%E8%A5%BF%E6%96%B0%E5%AE%BF%E5%BA%97/data=!4m2!3m1!1s0x60188cd143eb7b45:0xe780d6a241762b7f,,
喫茶 ジラフ,,https://www.google.com/maps/place/%E5%96%AB%E8%8C%B6+%E3%82%B8%E3%83%A9%E3%83%95/data=!4m2!3m1!1s0x60010990736f7ea5:0xf69087c4de7278d0,,
BAR gypsy (ジプシー) 三宿,めちゃくちゃ良いバー。,https://www.google.com/maps/place/BAR+gypsy+(%E3%82%B8%E3%83%97%E3%82%B7%E3%83%BC)+%E4%B8%89%E5%AE%BF/data=!4m2!3m1!1s0x6018f5003d26fae3:0xd5f15e11764f297b,,
